request_id,phase,timestamp_sent,timestamp_received,latency_ms,http_status,response_body,error
0,warmup,1774231212.1931672,1774231212.648463,455.2958011627197,429,"{""Reason"":""ConcurrentInvocationLimitExceeded"",""Type"":""User"",""message"":""Rate Exceeded.""}",
1,warmup,1774231212.214252,1774231212.8173811,603.1291484832764,502,Internal Server Error,
2,warmup,1774231212.234275,1774231212.811542,577.2669315338135,502,Internal Server Error,
3,warmup,1774231212.2542279,1774231212.798626,544.3980693817139,502,Internal Server Error,
4,warmup,1774231212.274225,1774231212.78269,508.465051651001,502,Internal Server Error,
5,warmup,1774231212.2942212,1774231212.7805839,486.3626956939697,502,Internal Server Error,
6,warmup,1774231212.314213,1774231212.782958,468.74499320983887,502,Internal Server Error,
7,warmup,1774231212.334192,1774231212.780237,446.044921875,502,Internal Server Error,
8,warmup,1774231212.353448,1774231212.8624341,508.986234664917,502,Internal Server Error,
9,warmup,1774231212.3734112,1774231212.78152,408.1087112426758,502,Internal Server Error,
10,warmup,1774231212.3935418,1774231212.904725,511.1832618713379,502,Internal Server Error,
11,warmup,1774231212.413409,1774231212.51584,102.43105888366699,429,"{""Reason"":""ConcurrentInvocationLimitExceeded"",""Type"":""User"",""message"":""Rate Exceeded.""}",
12,warmup,1774231212.433485,1774231212.5241668,90.68179130554199,429,"{""Reason"":""ConcurrentInvocationLimitExceeded"",""Type"":""User"",""message"":""Rate Exceeded.""}",
13,warmup,1774231212.455447,1774231212.5614212,105.97419738769531,429,"{""Reason"":""ConcurrentInvocationLimitExceeded"",""Type"":""User"",""message"":""Rate Exceeded.""}",
14,warmup,1774231212.4767601,1774231212.563172,86.41195297241211,429,"{""Reason"":""ConcurrentInvocationLimitExceeded"",""Type"":""User"",""message"":""Rate Exceeded.""}",
15,warmup,1774231212.4939609,1774231212.5894232,95.46232223510742,429,"{""Reason"":""ConcurrentInvocationLimitExceeded"",""Type"":""User"",""message"":""Rate Exceeded.""}",
16,warmup,1774231212.514354,1774231212.6055539,91.19987487792969,429,"{""Reason"":""ConcurrentInvocationLimitExceeded"",""Type"":""User"",""message"":""Rate Exceeded.""}",
17,warmup,1774231212.533289,1774231212.566315,33.02597999572754,429,"{""Reason"":""ConcurrentInvocationLimitExceeded"",""Type"":""User"",""message"":""Rate Exceeded.""}",
18,warmup,1774231212.5559099,1774231212.588646,32.73606300354004,429,"{""Reason"":""ConcurrentInvocationLimitExceeded"",""Type"":""User"",""message"":""Rate Exceeded.""}",
19,warmup,1774231212.5732899,1774231212.608869,35.57920455932617,429,"{""Reason"":""ConcurrentInvocationLimitExceeded"",""Type"":""User"",""message"":""Rate Exceeded.""}",
20,warmup,1774231212.5937788,1774231212.624842,31.063079833984375,429,"{""Reason"":""ConcurrentInvocationLimitExceeded"",""Type"":""User"",""message"":""Rate Exceeded.""}",
21,warmup,1774231212.617277,1774231212.6491,31.823158264160156,429,"{""Reason"":""ConcurrentInvocationLimitExceeded"",""Type"":""User"",""message"":""Rate Exceeded.""}",
22,warmup,1774231212.634335,1774231212.664336,30.000925064086914,429,"{""Reason"":""ConcurrentInvocationLimitExceeded"",""Type"":""User"",""message"":""Rate Exceeded.""}",
23,warmup,1774231212.653764,1774231212.6843882,30.6241512298584,429,"{""Reason"":""ConcurrentInvocationLimitExceeded"",""Type"":""User"",""message"":""Rate Exceeded.""}",
24,warmup,1774231212.674282,1774231212.707378,33.0958366394043,429,"{""Reason"":""ConcurrentInvocationLimitExceeded"",""Type"":""User"",""message"":""Rate Exceeded.""}",
25,warmup,1774231212.694276,1774231212.728805,34.52897071838379,429,"{""Reason"":""ConcurrentInvocationLimitExceeded"",""Type"":""User"",""message"":""Rate Exceeded.""}",
26,warmup,1774231212.713984,1774231212.744674,30.68995475769043,429,"{""Reason"":""ConcurrentInvocationLimitExceeded"",""Type"":""User"",""message"":""Rate Exceeded.""}",
27,warmup,1774231212.733866,1774231212.769622,35.75611114501953,429,"{""Reason"":""ConcurrentInvocationLimitExceeded"",""Type"":""User"",""message"":""Rate Exceeded.""}",
28,warmup,1774231212.754293,1774231212.8274162,73.12321662902832,502,Internal Server Error,
29,warmup,1774231212.773715,1774231212.84445,70.73497772216797,502,Internal Server Error,
30,warmup,1774231212.793348,1774231212.859479,66.1308765411377,502,Internal Server Error,
31,warmup,1774231212.813422,1774231212.8855329,72.11089134216309,502,Internal Server Error,
32,warmup,1774231212.833929,1774231212.911763,77.83389091491699,502,Internal Server Error,
33,warmup,1774231212.8542268,1774231212.920704,66.47706031799316,502,Internal Server Error,
34,warmup,1774231212.874222,1774231212.9456651,71.44308090209961,502,Internal Server Error,
35,warmup,1774231212.8941782,1774231212.9568079,62.62969970703125,502,Internal Server Error,
36,warmup,1774231212.913431,1774231212.9777448,64.31388854980469,502,Internal Server Error,
37,warmup,1774231212.9342709,1774231213.005719,71.44808769226074,502,Internal Server Error,
38,warmup,1774231212.9542248,1774231213.022759,68.53413581848145,502,Internal Server Error,
39,warmup,1774231212.974304,1774231213.047681,73.37713241577148,502,Internal Server Error,
40,warmup,1774231212.994286,1774231213.06177,67.48390197753906,502,Internal Server Error,
41,warmup,1774231213.0141902,1774231213.087418,73.2278823852539,502,Internal Server Error,
42,warmup,1774231213.0342882,1774231213.101703,67.41476058959961,502,Internal Server Error,
43,warmup,1774231213.0535219,1774231213.132813,79.29110527038574,502,Internal Server Error,
44,warmup,1774231213.074214,1774231213.195709,121.49500846862793,502,Internal Server Error,
45,warmup,1774231213.0939069,1774231213.1976142,103.70731353759766,502,Internal Server Error,
46,warmup,1774231213.1142201,1774231213.1977248,83.50467681884766,502,Internal Server Error,
47,warmup,1774231213.133253,1774231213.2070248,73.77171516418457,502,Internal Server Error,
48,warmup,1774231213.1542459,1774231213.2631428,108.89697074890137,502,Internal Server Error,
49,warmup,1774231213.1742332,1774231213.280271,106.03785514831543,502,Internal Server Error,
50,warmup,1774231213.194222,1774231213.284916,90.69395065307617,502,Internal Server Error,
51,warmup,1774231213.2140281,1774231213.282984,68.95589828491211,502,Internal Server Error,
52,warmup,1774231213.234262,1774231213.306216,71.95401191711426,502,Internal Server Error,
53,warmup,1774231213.254265,1774231213.325706,71.4409351348877,502,Internal Server Error,
54,warmup,1774231213.274289,1774231213.345867,71.5780258178711,502,Internal Server Error,
55,warmup,1774231213.294267,1774231213.3679879,73.72093200683594,502,Internal Server Error,
56,warmup,1774231213.314085,1774231213.381964,67.87896156311035,502,Internal Server Error,
57,warmup,1774231213.3341298,1774231213.411515,77.38518714904785,502,Internal Server Error,
58,warmup,1774231213.354175,1774231213.4187908,64.61572647094727,502,Internal Server Error,
59,warmup,1774231213.373863,1774231213.443063,69.20003890991211,502,Internal Server Error,
60,warmup,1774231213.393235,1774231213.464056,70.82104682922363,502,Internal Server Error,
61,warmup,1774231213.413428,1774231213.483047,69.61894035339355,502,Internal Server Error,
62,warmup,1774231213.434231,1774231213.515434,81.20298385620117,502,Internal Server Error,
63,warmup,1774231213.454239,1774231213.527282,73.0431079864502,502,Internal Server Error,
64,warmup,1774231213.474226,1774231213.5353222,61.09619140625,502,Internal Server Error,
65,warmup,1774231213.4943428,1774231213.5650828,70.7399845123291,502,Internal Server Error,
66,warmup,1774231213.51389,1774231213.567252,53.36189270019531,502,Internal Server Error,
67,warmup,1774231213.534018,1774231213.603405,69.38695907592773,502,Internal Server Error,
68,warmup,1774231213.55433,1774231213.6163368,62.00671195983887,502,Internal Server Error,
69,warmup,1774231213.574035,1774231213.645532,71.49696350097656,502,Internal Server Error,
70,warmup,1774231213.594311,1774231213.6574762,63.16518783569336,502,Internal Server Error,
71,warmup,1774231213.6142988,1774231213.679394,65.09518623352051,502,Internal Server Error,
72,warmup,1774231213.634337,1774231213.707495,73.15802574157715,502,Internal Server Error,
73,warmup,1774231213.654239,1774231213.7275,73.26102256774902,502,Internal Server Error,
74,warmup,1774231213.6742551,1774231213.745522,71.26688957214355,502,Internal Server Error,
75,warmup,1774231213.694358,1774231213.776803,82.44490623474121,502,Internal Server Error,
76,warmup,1774231213.71396,1774231213.778757,64.79716300964355,502,Internal Server Error,
77,warmup,1774231213.733485,1774231213.803442,69.95701789855957,502,Internal Server Error,
78,warmup,1774231213.75366,1774231213.822349,68.68910789489746,502,Internal Server Error,
79,warmup,1774231213.774282,1774231213.839405,65.12308120727539,502,Internal Server Error,
80,warmup,1774231213.7942662,1774231213.864533,70.2667236328125,502,Internal Server Error,
81,warmup,1774231213.814201,1774231213.895398,81.19678497314453,502,Internal Server Error,
82,warmup,1774231213.83418,1774231213.90248,68.29977035522461,502,Internal Server Error,
83,warmup,1774231213.854229,1774231213.920502,66.27297401428223,502,Internal Server Error,
84,warmup,1774231213.8742201,1774231213.92147,47.249794006347656,502,Internal Server Error,
85,warmup,1774231213.89422,1774231213.967696,73.47583770751953,502,Internal Server Error,
86,warmup,1774231213.914216,1774231213.982712,68.4959888458252,502,Internal Server Error,
87,warmup,1774231213.934221,1774231214.0027268,68.50576400756836,502,Internal Server Error,
88,warmup,1774231213.954217,1774231214.028834,74.61714744567871,502,Internal Server Error,
89,warmup,1774231213.974008,1774231214.045773,71.76494598388672,502,Internal Server Error,
90,warmup,1774231213.994278,1774231214.061815,67.53706932067871,502,Internal Server Error,
91,warmup,1774231214.0143108,1774231214.0822122,67.9013729095459,502,Internal Server Error,
92,warmup,1774231214.033843,1774231214.105011,71.1679458618164,502,Internal Server Error,
93,warmup,1774231214.05424,1774231214.128056,73.81606101989746,502,Internal Server Error,
94,warmup,1774231214.074446,1774231214.142911,68.46499443054199,502,Internal Server Error,
95,warmup,1774231214.09341,1774231214.156854,63.443899154663086,502,Internal Server Error,
96,warmup,1774231214.114325,1774231214.1847649,70.43981552124023,502,Internal Server Error,
97,warmup,1774231214.133951,1774231214.2116458,77.69489288330078,502,Internal Server Error,
98,warmup,1774231214.153383,1774231214.21194,58.55703353881836,502,Internal Server Error,
99,warmup,1774231214.174389,1774231214.246188,71.79903984069824,502,Internal Server Error,
100,warmup,1774231214.194339,1774231214.274957,80.61790466308594,502,Internal Server Error,
101,warmup,1774231214.213336,1774231214.2825348,69.1988468170166,502,Internal Server Error,
102,warmup,1774231214.234518,1774231214.284071,49.55291748046875,502,Internal Server Error,
103,warmup,1774231214.254155,1774231214.323333,69.17810440063477,502,Internal Server Error,
104,warmup,1774231214.274275,1774231214.345218,70.94287872314453,502,Internal Server Error,
105,warmup,1774231214.294394,1774231214.362336,67.94190406799316,502,Internal Server Error,
106,warmup,1774231214.314482,1774231214.3853178,70.83582878112793,502,Internal Server Error,
107,warmup,1774231214.334312,1774231214.395221,60.90903282165527,502,Internal Server Error,
108,warmup,1774231214.3543448,1774231214.432451,78.10616493225098,502,Internal Server Error,
109,warmup,1774231214.374327,1774231214.443435,69.1080093383789,502,Internal Server Error,
110,warmup,1774231214.394288,1774231214.467336,73.04787635803223,502,Internal Server Error,
111,warmup,1774231214.41433,1774231214.488369,74.03898239135742,502,Internal Server Error,
112,warmup,1774231214.433381,1774231214.4980679,64.68677520751953,502,Internal Server Error,
113,warmup,1774231214.454298,1774231214.505306,51.007986068725586,502,Internal Server Error,
114,warmup,1774231214.474041,1774231214.551562,77.52108573913574,502,Internal Server Error,
115,warmup,1774231214.4939032,1774231214.5684748,74.57160949707031,502,Internal Server Error,
116,warmup,1774231214.5143082,1774231214.591692,77.38375663757324,502,Internal Server Error,
117,warmup,1774231214.533603,1774231214.605622,72.01910018920898,502,Internal Server Error,
118,warmup,1774231214.5534878,1774231214.6164842,62.99638748168945,502,Internal Server Error,
119,warmup,1774231214.57391,1774231214.651505,77.59499549865723,502,Internal Server Error,
120,warmup,1774231214.59349,1774231214.66097,67.48008728027344,502,Internal Server Error,
121,warmup,1774231214.614252,1774231214.691669,77.41689682006836,502,Internal Server Error,
122,warmup,1774231214.634366,1774231214.6886451,54.27908897399902,502,Internal Server Error,
123,warmup,1774231214.6534889,1774231214.72943,75.94108581542969,502,Internal Server Error,
124,warmup,1774231214.6743,1774231214.7434611,69.16117668151855,502,Internal Server Error,
125,warmup,1774231214.693472,1774231214.763419,69.9470043182373,502,Internal Server Error,
126,warmup,1774231214.714292,1774231214.783178,68.88604164123535,502,Internal Server Error,
127,warmup,1774231214.733726,1774231214.7994611,65.7351016998291,502,Internal Server Error,
128,warmup,1774231214.754303,1774231214.8269298,72.62682914733887,502,Internal Server Error,
129,warmup,1774231214.774267,1774231214.8497112,75.44422149658203,502,Internal Server Error,
130,warmup,1774231214.79374,1774231214.856582,62.84189224243164,502,Internal Server Error,
131,warmup,1774231214.81427,1774231214.892695,78.42493057250977,502,Internal Server Error,
132,warmup,1774231214.8340821,1774231214.902754,68.67194175720215,502,Internal Server Error,
133,warmup,1774231214.853705,1774231214.905581,51.876068115234375,502,Internal Server Error,
134,warmup,1774231214.8743129,1774231214.952657,78.34410667419434,502,Internal Server Error,
135,warmup,1774231214.89335,1774231214.953791,60.441017150878906,502,Internal Server Error,
136,warmup,1774231214.9142258,1774231214.974748,60.52207946777344,502,Internal Server Error,
137,warmup,1774231214.93427,1774231214.994712,60.442209243774414,502,Internal Server Error,
138,warmup,1774231214.953336,1774231215.0237398,70.4038143157959,502,Internal Server Error,
139,warmup,1774231214.9742599,1774231215.0447721,70.51229476928711,502,Internal Server Error,
140,warmup,1774231214.9942589,1774231215.0607412,66.4823055267334,502,Internal Server Error,
141,warmup,1774231215.014266,1774231215.073497,59.23104286193848,502,Internal Server Error,
142,warmup,1774231215.0342999,1774231215.101782,67.48223304748535,502,Internal Server Error,
143,warmup,1774231215.054282,1774231215.120982,66.69998168945312,502,Internal Server Error,
144,warmup,1774231215.073605,1774231215.12697,53.36499214172363,502,Internal Server Error,
145,warmup,1774231215.0942762,1774231215.164015,69.73886489868164,502,Internal Server Error,
146,warmup,1774231215.114304,1774231215.190113,75.80900192260742,502,Internal Server Error,
147,warmup,1774231215.134055,1774231215.20695,72.89505004882812,502,Internal Server Error,
148,warmup,1774231215.153475,1774231215.2030709,49.59583282470703,502,Internal Server Error,
149,warmup,1774231215.1742551,1774231215.242081,67.8257942199707,502,Internal Server Error,
150,warmup,1774231215.193661,1774231215.254009,60.3480339050293,502,Internal Server Error,
151,warmup,1774231215.21405,1774231215.283106,69.05603408813477,502,Internal Server Error,
152,warmup,1774231215.234284,1774231215.3040051,69.72122192382812,502,Internal Server Error,
153,warmup,1774231215.2541142,1774231215.3250198,70.90568542480469,502,Internal Server Error,
154,warmup,1774231215.274265,1774231215.3510458,76.78079605102539,502,Internal Server Error,
155,warmup,1774231215.294323,1774231215.365031,70.70803642272949,502,Internal Server Error,
156,warmup,1774231215.314283,1774231215.3780181,63.735246658325195,502,Internal Server Error,
157,warmup,1774231215.334264,1774231215.3840199,49.75581169128418,502,Internal Server Error,
158,warmup,1774231215.353533,1774231215.427115,73.58193397521973,502,Internal Server Error,
159,warmup,1774231215.3742669,1774231215.442265,67.99817085266113,502,Internal Server Error,
160,warmup,1774231215.394262,1774231215.46124,66.97797775268555,502,Internal Server Error,
161,warmup,1774231215.414258,1774231215.486275,72.01695442199707,502,Internal Server Error,
162,warmup,1774231215.434069,1774231215.499264,65.19508361816406,502,Internal Server Error,
163,warmup,1774231215.454314,1774231215.5351,80.78598976135254,502,Internal Server Error,
164,warmup,1774231215.474283,1774231215.59356,119.2770004272461,502,Internal Server Error,
165,warmup,1774231215.494154,1774231215.544215,50.06098747253418,502,Internal Server Error,
166,warmup,1774231215.514273,1774231215.561207,46.93412780761719,502,Internal Server Error,
167,warmup,1774231215.5337868,1774231215.606273,72.48616218566895,502,Internal Server Error,
168,warmup,1774231215.554337,1774231215.605248,50.91094970703125,502,Internal Server Error,
169,warmup,1774231215.5742888,1774231215.624362,50.07314682006836,502,Internal Server Error,
170,warmup,1774231215.5936582,1774231215.652131,58.47287178039551,502,Internal Server Error,
171,warmup,1774231215.614143,1774231215.678325,64.18204307556152,502,Internal Server Error,
172,warmup,1774231215.634294,1774231215.711509,77.21495628356934,502,Internal Server Error,
173,warmup,1774231215.6533928,1774231215.730676,77.28314399719238,502,Internal Server Error,
174,warmup,1774231215.674263,1774231215.745547,71.28405570983887,502,Internal Server Error,
175,warmup,1774231215.694266,1774231215.770009,75.74295997619629,502,Internal Server Error,
176,warmup,1774231215.71346,1774231215.790582,77.12197303771973,502,Internal Server Error,
177,warmup,1774231215.733585,1774231215.8114681,77.88324356079102,502,Internal Server Error,
178,warmup,1774231215.754207,1774231215.829576,75.36911964416504,502,Internal Server Error,
179,warmup,1774231215.773653,1774231215.8491662,75.51312446594238,502,Internal Server Error,
